,chocolate_color,bake_time,sugar,flour,margerine,chocolate,vanilla_flavour,almonds,density,brown_sugar,weight,cinnamon,taste
2772,0,13.636,113.333,119.88,100.92,104.983,0.26,10.599,0.563,27.132,6.433,5.362,6
2773,0,11.636,113.333,120.482,102.454,104.651,0.399,13.71,0.553,49.612,5.927,6.957,8
2774,1,19.091,144.0,111.446,107.975,116.944,0.556,8.065,0.725,32.558,7.781,2.029,5
2775,0,13.273,105.333,119.277,118.252,104.319,0.295,17.281,0.684,12.403,6.18,1.449,6
2776,1,22.727,120.0,129.518,103.221,114.784,0.191,4.147,0.756,34.109,8.287,3.333,5
2777,0,15.636,124.667,121.687,112.577,102.824,0.851,16.705,0.608,27.132,5.253,6.812,8
2778,1,13.455,136.667,107.229,104.908,114.95,0.26,13.825,0.689,43.411,8.287,2.174,5
2779,0,12.727,111.333,134.337,100.613,108.804,0.347,13.364,0.602,21.705,6.517,2.174,5
2780,0,13.091,107.333,119.88,101.84,104.319,0.712,16.359,0.594,33.333,6.18,3.188,5
2781,0,14.364,104.0,129.518,100.767,104.817,0.469,10.714,0.61,37.209,9.213,3.768,6
2782,0,14.545,121.333,117.47,107.362,105.814,0.521,13.364,0.633,44.961,7.36,4.493,8
2783,0,12.0,106.0,121.687,101.687,105.482,0.226,6.336,0.583,38.76,7.697,4.058,6
2784,0,12.909,107.333,106.024,101.074,106.146,0.382,11.636,0.627,44.186,6.938,2.899,5
2785,1,17.818,123.333,131.325,102.607,112.292,0.226,1.959,0.702,48.837,8.287,4.783,6
2786,1,13.636,129.333,115.06,103.067,111.96,0.156,3.571,0.688,57.364,7.36,4.348,5
2787,0,12.182,124.0,116.867,105.598,103.821,0.729,14.516,0.587,41.86,7.107,4.734,7
2788,0,12.545,111.333,113.253,104.141,106.478,0.694,17.857,0.605,34.109,7.36,3.623,6
2789,0,12.364,113.333,125.904,119.018,104.983,1.094,26.152,0.699,27.907,6.348,1.304,5
2790,0,11.818,114.0,109.639,111.196,105.814,0.816,22.005,0.654,37.984,6.18,2.029,5
2791,0,12.545,112.0,117.47,102.454,105.648,0.59,19.47,0.59,51.163,6.77,5.217,6
2792,0,15.273,120.667,115.663,114.264,108.306,0.556,20.161,0.662,24.806,6.685,4.203,6
2793,1,22.909,120.0,133.735,102.301,113.953,0.087,2.074,0.734,32.558,9.129,4.203,6
2794,0,12.727,113.333,111.446,107.362,105.482,1.146,20.161,0.64,45.736,6.096,3.188,6
2795,0,15.455,116.667,116.867,147.546,107.309,0.59,19.585,0.947,33.333,6.348,1.159,6
2796,0,11.273,106.667,117.47,102.607,105.15,0.069,4.724,0.58,27.132,6.938,3.043,4
2797,0,13.636,110.667,121.687,130.982,103.654,0.677,15.323,0.7,37.209,5.927,4.348,6
2798,0,15.091,124.0,114.458,116.258,103.654,0.694,18.548,0.648,31.008,6.77,4.783,7
2799,0,13.091,116.667,119.277,123.006,107.475,1.059,25.461,0.697,41.085,7.865,3.478,5
2800,0,14.0,106.0,124.096,121.396,106.312,0.799,17.281,0.738,48.062,9.719,1.594,6
2801,0,14.364,110.0,124.699,121.472,106.478,1.25,25.0,0.722,34.109,9.129,2.029,6
2802,0,11.455,111.333,115.663,118.252,106.645,0.894,11.521,0.689,27.907,6.938,2.029,6
2803,0,13.455,114.667,116.265,116.871,103.156,0.365,10.484,0.616,18.605,6.348,5.362,6
2804,0,12.727,117.333,112.048,121.933,108.472,0.625,17.972,0.716,31.783,6.938,1.449,4
2805,0,15.455,108.667,123.494,102.147,107.973,0.347,15.207,0.59,25.581,7.528,4.203,5
2806,1,17.273,121.333,119.277,107.669,112.957,0.156,4.724,0.731,51.163,9.635,3.623,7
2807,1,15.091,120.667,107.229,101.687,114.618,0.312,2.419,0.671,34.109,7.275,2.029,5
2808,1,17.273,144.667,108.434,102.914,112.791,0.139,2.765,0.715,48.062,8.539,3.623,5
2809,0,14.909,108.0,115.663,105.982,112.791,0.625,14.631,0.677,33.333,6.685,1.739,5
2810,1,14.182,143.0,103.012,106.212,112.791,0.052,0.576,0.675,53.488,6.433,4.203,5
2811,1,14.182,117.333,112.651,102.914,110.963,0.694,7.143,0.669,50.388,7.697,3.043,6
2812,0,11.636,112.667,113.253,118.558,108.14,0.712,23.041,0.644,46.512,6.348,6.232,6
2813,1,17.273,128.0,112.651,102.454,113.123,0.347,3.802,0.689,47.287,10.14,4.493,6
2814,0,13.091,116.0,113.253,124.693,106.146,0.642,14.631,0.708,38.76,8.792,3.478,6
2815,0,11.455,110.0,116.867,113.88,102.658,0.434,13.249,0.604,43.411,6.348,4.783,6
2816,0,14.727,113.333,124.699,101.074,105.814,0.174,13.825,0.612,43.411,6.938,3.333,5
2817,0,14.545,108.0,117.47,101.687,106.312,0.26,10.829,0.603,43.411,6.938,3.768,6
2818,0,13.636,108.0,116.867,100.92,106.478,0.608,17.627,0.625,36.434,6.77,1.594,6
2819,1,22.727,120.667,141.566,103.374,114.286,0.278,3.341,0.737,29.457,8.287,4.058,6
2820,0,14.727,117.333,121.084,108.282,104.153,0.191,13.825,0.602,34.109,6.433,5.797,7
2821,0,13.636,112.0,116.265,105.521,103.654,0.33,8.525,0.573,31.008,6.433,5.072,6
2822,0,13.273,130.0,117.47,105.675,109.967,0.33,12.442,0.558,38.76,8.118,7.826,6
2823,0,11.455,112.667,109.639,112.883,107.309,0.538,12.097,0.647,49.612,6.264,3.478,6
2824,0,16.0,104.667,128.916,103.221,107.143,0.399,21.198,0.652,60.465,6.938,4.203,7
2825,0,13.455,111.333,122.289,103.834,102.824,0.486,10.023,0.562,32.558,6.938,6.087,6
2826,0,15.455,108.667,124.096,100.92,104.983,0.642,11.636,0.594,37.984,7.697,4.058,6
2827,0,15.818,108.0,118.072,101.074,104.485,0.104,4.954,0.602,20.93,9.298,3.333,5
2828,1,13.818,128.0,115.06,102.147,110.133,0.035,1.843,0.677,41.085,8.455,1.739,5
2829,1,16.182,112.0,125.301,102.147,111.794,0.174,2.419,0.698,37.984,9.888,2.029,6
2830,1,12.727,137.333,112.651,101.84,111.96,0.226,2.88,0.689,67.442,8.708,2.609,5
2831,0,10.182,116.667,109.639,101.38,106.645,0.156,10.484,0.588,58.915,6.854,3.913,6
2832,0,12.727,112.0,115.663,100.767,107.143,0.365,19.585,0.614,28.682,7.697,1.884,5
2833,0,12.545,116.667,112.048,107.975,105.15,0.399,15.899,0.638,33.333,8.455,2.754,5
2834,0,10.727,115.333,122.892,115.184,103.654,0.903,15.438,0.618,48.062,7.022,5.362,6
2835,0,16.0,112.0,119.88,103.067,107.309,0.174,7.488,0.633,13.178,7.275,2.174,5
2836,1,15.091,141.667,106.024,103.067,112.458,0.139,2.304,0.702,51.938,7.275,2.464,5
2837,0,13.273,105.333,119.277,118.252,104.319,0.295,17.281,0.684,12.403,6.18,1.449,6
2838,0,14.364,111.333,121.687,102.301,104.153,0.503,19.7,0.572,41.085,6.517,5.652,8
2839,0,13.273,111.333,120.482,118.788,106.478,0.503,17.857,0.722,55.814,7.107,2.174,6
2840,0,11.455,106.667,115.663,102.454,102.326,0.347,10.253,0.542,27.132,7.697,6.232,6
2841,0,14.909,116.0,121.084,101.534,113.787,0.399,15.207,0.64,36.434,6.854,2.609,5
2842,0,12.727,115.333,118.675,118.865,105.98,0.938,17.857,0.661,23.256,8.118,3.188,5
2843,0,12.0,116.667,115.663,106.902,106.977,0.26,13.018,0.636,33.333,6.601,1.739,5
2844,0,14.182,116.0,119.88,101.227,103.322,0.486,11.866,0.56,33.333,7.444,6.957,7
2845,0,12.364,111.333,128.313,116.871,106.478,1.059,23.502,0.687,36.434,7.36,2.174,5
2846,0,13.091,103.333,117.47,120.399,107.807,0.556,10.253,0.691,34.884,6.433,2.029,6
2847,0,14.364,108.667,118.072,115.798,104.651,0.295,12.212,0.691,52.713,7.36,2.319,6
2848,0,14.545,108.667,148.193,117.945,104.817,1.319,20.392,0.706,17.829,7.191,1.449,5
2849,0,13.455,105.333,124.096,102.607,104.651,0.295,11.06,0.6,59.69,6.685,4.928,7
2850,1,11.273,115.333,122.289,101.227,110.797,0.191,10.369,0.66,46.512,8.034,1.739,5
2851,0,12.727,105.333,119.277,112.5,104.817,0.642,12.903,0.642,36.434,6.601,3.913,5
2852,0,12.727,131.333,115.663,113.804,102.99,0.33,11.29,0.602,38.76,9.298,7.391,6
2853,0,14.364,109.333,129.518,114.264,103.654,0.816,17.857,0.627,22.481,5.506,4.638,6
2854,0,11.818,113.333,120.482,104.601,105.15,0.851,21.659,0.579,45.736,7.528,5.217,6
2855,0,11.636,109.333,115.06,101.38,102.492,0.347,11.866,0.601,50.388,8.034,3.478,6
2856,0,11.273,111.0,119.277,100.767,106.312,0.399,16.82,0.608,31.008,6.685,1.884,6
2857,0,13.455,104.0,110.843,101.227,106.312,0.503,9.677,0.587,42.636,7.697,4.638,6
2858,1,22.182,133.333,139.759,102.454,110.797,0.156,4.724,0.764,41.085,7.949,1.449,3
2859,0,12.545,108.0,110.843,115.337,105.98,0.972,17.627,0.684,28.682,7.697,1.739,5
2860,1,11.818,114.0,115.06,119.632,109.635,1.233,17.742,0.695,47.287,7.697,3.333,6
2861,1,14.909,118.667,118.675,101.687,111.628,0.434,6.797,0.694,57.364,8.371,2.174,6
2862,0,13.636,111.333,121.084,101.074,104.983,0.486,21.313,0.571,31.783,7.528,4.348,6
2863,0,11.636,116.0,116.867,105.675,103.821,0.781,12.558,0.545,34.109,7.949,7.246,8
2864,0,13.091,113.333,118.072,118.865,103.987,0.521,19.7,0.648,31.008,6.433,4.638,6
2865,0,13.818,110.0,121.687,119.018,106.977,1.233,19.7,0.695,34.109,7.275,2.609,5
2866,0,13.273,112.0,117.47,110.89,104.817,0.677,19.931,0.648,39.535,7.865,3.478,6
2867,0,16.0,112.0,129.518,107.055,105.15,0.312,10.829,0.635,31.008,6.011,3.043,6
2868,0,15.636,104.0,129.518,101.38,104.319,0.712,13.134,0.61,41.86,6.517,3.768,7
2869,0,13.455,118.667,114.458,106.135,104.983,0.399,13.594,0.573,42.636,6.011,6.667,7
2870,0,15.636,117.333,129.518,112.883,103.987,0.66,20.046,0.625,31.783,6.348,6.232,8
2871,1,12.727,152.333,101.807,103.988,110.299,0.451,5.991,0.652,68.992,7.275,6.812,6
2872,0,15.636,117.333,115.06,108.896,104.319,0.642,11.175,0.584,14.729,5.084,6.087,6
2873,1,14.727,123.333,118.072,102.454,108.804,0.087,0.691,0.651,55.814,9.213,5.072,7
2874,0,12.364,117.333,118.072,116.104,106.312,0.469,26.613,0.712,35.659,7.275,1.014,5
2875,1,12.0,130.667,103.614,101.84,106.811,0.642,9.562,0.601,44.961,7.36,3.696,6
2876,0,14.545,105.333,116.265,122.853,106.811,0.417,14.862,0.718,13.953,6.77,1.014,7
2877,1,13.091,154.333,102.41,102.607,109.801,0.104,0.806,0.668,62.791,8.034,4.058,6
2878,0,12.545,113.333,118.072,103.834,104.983,0.399,12.558,0.637,25.581,6.77,0.87,5
2879,0,15.455,108.0,123.494,100.613,105.316,0.625,17.051,0.574,27.907,6.77,5.652,5
2880,0,14.182,134.667,112.048,114.264,110.133,0.347,19.355,0.693,24.031,7.697,1.594,5
2881,0,12.727,104.0,116.867,111.196,107.973,0.347,8.756,0.638,41.86,6.18,2.899,6
2882,0,12.182,119.333,127.711,117.485,105.482,1.042,23.502,0.691,34.884,8.118,2.464,6
2883,0,15.273,112.0,129.518,103.988,102.99,0.469,9.332,0.592,24.031,5.843,4.783,7
2884,0,12.727,109.333,119.277,110.123,103.156,0.243,8.871,0.614,31.783,7.781,4.203,8
2885,1,17.091,126.0,129.518,103.528,112.625,0.278,11.982,0.714,44.186,8.202,2.609,5
2886,0,15.636,114.0,129.518,117.025,104.319,0.677,14.401,0.668,32.558,6.011,4.058,5
2887,0,13.818,114.667,116.867,102.454,105.482,0.347,19.7,0.588,37.209,7.949,4.928,5
2888,0,12.0,112.0,120.482,101.074,106.146,0.087,2.65,0.602,44.186,8.455,3.478,5
2889,0,14.364,106.667,139.157,101.227,106.146,0.469,17.396,0.644,47.287,8.371,2.029,6
2890,0,14.545,116.667,126.506,110.736,106.811,0.677,25.461,0.687,31.008,7.528,1.449,5
2891,0,12.364,111.333,126.506,123.313,107.973,0.66,18.548,0.711,32.558,7.444,1.739,5
2892,0,12.545,116.0,110.241,126.304,108.472,0.868,21.198,0.732,31.783,7.191,1.159,6
2893,0,12.545,106.0,119.277,100.613,105.15,0.66,12.903,0.534,45.736,6.517,7.391,8
2894,1,16.909,150.667,100.0,101.227,109.302,0.399,3.111,0.66,42.636,7.781,2.464,5
2895,0,14.364,108.667,112.651,101.534,106.146,0.59,14.631,0.646,51.163,7.022,2.899,6
2896,0,12.727,110.0,115.663,111.503,107.475,0.799,20.161,0.66,31.008,7.275,2.029,5
2897,0,13.091,114.667,114.458,100.92,104.153,0.278,13.249,0.619,31.783,6.18,1.739,5
2898,0,13.455,116.0,112.651,102.454,105.814,0.243,7.143,0.617,34.884,6.433,2.029,6
2899,0,12.727,106.0,120.482,101.38,113.953,0.729,14.977,0.629,41.085,7.275,2.319,6
2900,0,12.182,112.667,119.277,108.589,106.478,0.799,17.857,0.61,38.76,8.202,4.348,6
2901,0,13.091,116.0,119.88,102.914,107.143,0.677,23.502,0.617,33.333,8.202,2.899,5
2902,1,14.364,123.333,114.458,102.914,111.462,0.451,7.028,0.681,68.217,8.118,4.493,6
2903,0,11.091,105.333,118.675,100.92,102.824,0.521,7.143,0.552,47.287,6.854,5.29,6
2904,0,13.455,106.0,144.578,102.761,107.309,1.042,20.276,0.658,70.543,9.551,3.623,6
2905,1,18.0,123.333,126.506,101.994,112.625,0.139,1.843,0.692,43.411,7.781,2.174,5
2906,0,15.091,111.333,125.904,105.982,108.804,0.33,12.558,0.683,51.163,7.36,2.754,6
2907,0,13.091,118.667,128.313,101.227,122.591,0.434,13.594,0.609,28.682,7.865,3.043,6
2908,0,13.455,108.0,116.265,100.92,104.153,0.312,7.143,0.56,32.558,6.264,5.362,4
2909,0,13.273,106.667,118.072,108.896,106.478,0.677,28.226,0.664,44.186,7.528,2.899,5
2910,0,16.909,110.667,121.084,100.0,105.482,0.174,7.488,0.606,27.907,6.348,3.768,5
2911,0,13.818,104.667,117.47,124.233,108.14,0.764,11.982,0.706,33.333,6.264,2.464,6
2912,1,14.727,130.0,103.614,103.067,112.791,0.33,4.378,0.681,51.163,8.118,3.913,6
2913,1,13.636,128.667,113.855,102.147,110.465,0.208,1.843,0.64,52.713,10.225,4.638,6
2914,0,12.545,120.667,114.458,109.663,109.967,0.139,12.788,0.637,33.333,6.096,3.188,4
2915,0,14.182,106.0,120.482,108.896,105.482,0.26,12.097,0.609,20.93,6.517,4.058,6
2916,0,13.818,108.667,116.867,112.423,105.98,0.625,24.885,0.66,41.085,7.697,3.478,6
2917,0,12.182,107.333,115.06,105.215,102.326,0.382,12.212,0.6,50.388,7.444,5.217,6
2918,0,13.455,106.667,112.651,107.362,107.309,0.573,11.29,0.642,44.961,6.77,2.029,5
2919,0,13.818,118.667,119.277,114.494,105.98,0.625,14.401,0.624,28.682,5.927,5.362,8
2920,0,13.273,108.0,118.072,101.227,102.658,0.278,8.065,0.576,30.233,6.854,4.348,6
2921,0,13.091,120.667,113.253,105.215,104.817,0.278,10.599,0.559,41.085,7.612,7.246,7
2922,0,13.636,114.0,124.096,128.911,105.648,0.608,17.281,0.741,16.279,7.107,1.304,5
2923,1,14.364,126.667,119.277,102.301,108.804,0.521,5.53,0.696,44.961,8.624,2.899,7
2924,0,14.182,120.667,132.53,101.227,124.585,0.573,14.516,0.642,30.233,7.612,1.449,6
2925,0,15.273,113.333,113.253,101.227,107.807,0.399,14.286,0.641,43.411,7.191,2.174,5
2926,0,12.727,116.667,114.458,101.534,107.475,0.417,12.788,0.639,49.612,7.36,1.884,5
2927,0,14.182,126.0,109.639,108.129,106.478,0.226,13.71,0.638,28.682,7.275,2.609,5
2928,1,22.182,126.0,126.506,101.534,122.924,0.608,5.184,0.717,51.163,10.393,2.754,4
2929,0,13.091,105.333,115.06,114.11,106.645,1.016,15.092,0.652,34.109,6.348,2.899,6
2930,0,11.636,106.667,116.867,101.074,104.153,0.139,10.138,0.573,37.984,7.528,4.638,6
2931,0,13.818,111.333,119.277,112.883,106.146,0.955,27.535,0.662,41.085,7.36,3.478,6
2932,0,12.909,109.333,120.482,117.485,107.309,0.938,19.7,0.716,62.016,6.854,2.754,6
2933,0,13.091,105.333,112.651,109.356,107.641,0.729,17.396,0.63,33.333,7.528,4.058,6
2934,0,10.545,113.333,117.47,100.767,103.156,0.295,7.258,0.588,40.31,7.697,2.899,6
2935,0,14.909,120.667,127.711,117.025,112.458,0.938,18.894,0.705,14.729,7.444,1.449,5
2936,0,13.818,104.0,124.096,101.687,104.319,0.26,9.101,0.577,36.434,6.685,5.507,6
2937,0,11.273,107.333,127.711,100.767,103.821,0.556,12.558,0.573,49.612,7.36,3.478,6
2938,0,16.182,112.667,120.482,114.724,106.478,0.851,12.903,0.694,35.659,7.444,3.333,5
2939,0,14.727,109.333,119.277,102.761,105.98,0.486,10.829,0.582,27.907,8.202,4.783,7
2940,0,14.545,108.0,121.687,100.92,104.817,0.747,12.097,0.606,49.612,6.011,2.754,6
2941,0,15.273,108.667,123.494,101.84,104.153,1.059,20.046,0.575,28.682,9.466,6.667,8
2942,0,12.0,120.667,115.663,103.221,104.817,0.66,20.853,0.618,53.488,7.36,4.058,6
2943,0,13.091,112.667,119.277,101.074,105.814,0.295,10.023,0.564,30.233,7.865,6.159,5
2944,0,11.455,111.0,119.88,100.767,106.645,0.469,16.59,0.608,31.783,6.685,1.884,5
2945,0,12.545,108.667,116.867,101.38,106.977,0.781,15.668,0.61,39.535,6.685,3.043,6
2946,0,14.182,110.0,123.494,120.859,108.14,0.833,21.429,0.708,20.155,7.191,1.449,7
2947,0,14.182,116.0,124.096,112.423,104.817,0.764,17.051,0.665,37.209,7.107,3.478,6
2948,0,14.0,106.0,124.096,121.396,106.312,0.799,17.281,0.738,48.062,9.719,1.594,6
2949,0,17.273,117.333,120.482,101.534,107.807,0.208,19.585,0.644,32.558,7.107,2.464,5
2950,0,11.818,117.333,113.253,102.761,103.488,0.312,14.862,0.544,53.488,9.719,8.551,7
2951,0,13.455,104.667,124.699,118.865,105.814,1.363,20.392,0.699,40.31,9.719,3.188,6
2952,1,20.364,126.667,138.554,102.454,116.944,0.087,1.613,0.691,41.86,8.708,5.362,6
2953,0,12.182,117.333,112.651,106.748,105.482,0.278,14.631,0.628,23.256,7.612,2.029,5
2954,0,15.273,114.667,117.47,124.923,107.475,0.382,14.862,0.745,34.109,6.348,1.449,6
2955,0,13.091,111.333,130.723,111.35,106.312,1.042,21.083,0.672,38.76,7.275,1.739,5
2956,0,11.091,114.0,118.072,100.767,102.159,0.33,11.982,0.53,48.062,6.348,6.957,7
2957,0,13.636,107.333,121.084,119.785,104.817,0.833,12.903,0.661,21.705,8.455,3.913,6
2958,0,15.818,112.0,116.265,105.675,103.488,0.729,13.479,0.597,34.109,5.927,4.638,6
2959,0,12.0,129.333,119.88,110.89,106.146,0.399,13.018,0.599,24.806,6.348,4.348,6
2960,1,10.545,137.667,100.0,102.377,111.794,0.243,2.535,0.641,82.171,8.287,6.522,6
2961,1,20.545,125.333,123.494,102.147,108.638,0.104,1.037,0.712,35.659,8.371,2.174,5
2962,0,14.909,113.333,123.494,101.994,107.143,0.382,12.673,0.635,41.085,6.517,3.478,6
2963,1,15.455,108.0,121.084,101.687,107.475,0.104,1.037,0.644,46.512,9.888,5.652,7
2964,1,14.545,131.333,111.446,101.84,112.126,0.243,3.226,0.682,59.69,8.876,3.623,5
2965,0,13.818,112.667,128.916,108.436,105.482,1.024,20.507,0.665,37.209,7.36,2.029,6
2966,1,12.182,137.333,101.205,102.761,109.967,0.434,4.608,0.625,58.14,6.938,4.348,5
2967,0,14.727,141.667,106.024,119.018,105.814,0.747,23.963,0.699,29.457,7.36,1.594,5
2968,0,11.818,118.667,102.41,107.822,106.146,0.347,9.332,0.621,38.76,7.444,3.188,5
2969,1,13.818,121.333,119.277,104.601,108.638,0.139,2.65,0.636,43.411,7.275,4.783,7
2970,1,14.182,141.0,107.831,102.147,111.13,0.191,1.613,0.661,44.186,7.697,3.043,5
2971,1,20.0,123.333,130.12,102.607,109.801,0.208,1.498,0.671,29.457,10.478,4.928,6
2972,0,13.818,131.333,103.012,111.35,104.485,0.312,18.203,0.608,41.86,7.022,6.087,6
2973,0,10.364,118.0,115.663,109.509,104.153,0.608,13.134,0.592,51.163,6.517,5.072,6
2974,0,11.818,109.333,122.892,101.074,106.146,0.399,9.677,0.6,37.209,7.107,2.899,6
2975,0,12.0,112.667,118.072,121.626,105.814,0.243,15.899,0.684,31.008,7.612,3.333,6
2976,0,10.727,114.667,109.639,105.521,103.322,0.625,10.829,0.565,44.961,6.18,5.507,8
2977,1,20.545,118.0,131.928,103.067,110.133,0.069,1.152,0.695,33.333,8.624,4.348,8
2978,1,16.0,115.333,124.096,102.454,108.14,0.087,0.461,0.659,45.736,8.876,4.638,7
2979,0,14.0,123.333,136.747,117.178,105.98,0.92,17.166,0.698,30.233,6.938,1.014,5
2980,0,13.818,113.333,119.88,121.472,105.648,0.799,18.664,0.737,48.062,8.792,1.159,6
2981,0,14.727,104.667,122.892,101.84,107.475,0.312,10.945,0.644,40.31,6.854,2.899,5
2982,0,12.0,116.667,115.663,106.902,106.977,0.26,13.018,0.636,33.333,6.601,1.739,5
2983,1,13.818,127.333,129.518,107.669,108.472,0.434,13.249,0.698,48.062,9.551,3.623,5
2984,0,13.455,110.0,118.072,109.739,105.814,0.712,19.931,0.644,41.085,7.865,3.768,6
2985,0,11.818,110.667,120.482,102.147,104.651,0.677,11.751,0.546,36.434,7.36,6.232,6
2986,0,16.182,127.333,125.904,102.914,104.485,0.538,12.673,0.641,39.535,7.107,3.913,6
2987,0,12.0,108.667,118.072,112.423,104.485,0.799,13.94,0.627,35.659,6.433,3.768,5
2988,0,11.636,109.333,118.072,100.767,106.312,0.608,14.401,0.594,41.86,6.938,3.478,5
2989,0,12.727,125.333,113.253,121.626,106.312,0.868,20.392,0.715,51.938,8.202,3.623,5
2990,0,16.182,111.333,129.518,124.847,106.478,0.851,25.576,0.75,24.031,7.528,1.739,6
2991,1,16.545,119.333,112.048,103.374,113.455,0.295,5.991,0.71,48.062,9.045,2.319,6
2992,0,11.636,104.667,119.277,100.92,104.651,0.226,13.018,0.582,36.434,7.36,3.188,6
2993,0,13.818,120.667,112.651,115.491,114.784,0.208,9.793,0.682,24.031,7.107,1.884,5
2994,1,14.545,147.0,111.446,107.055,114.12,0.312,10.599,0.693,34.109,7.528,2.271,6
2995,1,14.727,137.333,100.0,102.761,111.296,0.295,2.65,0.681,46.512,8.202,2.899,6
2996,1,15.818,133.0,113.253,102.301,111.296,0.191,6.797,0.685,44.186,7.444,1.739,5
2997,0,12.727,113.333,126.506,109.969,106.478,0.833,19.931,0.658,33.333,7.191,1.739,5
2998,0,12.727,112.667,119.277,105.982,138.372,1.042,19.355,0.648,31.008,7.191,2.029,5
2999,0,15.091,113.333,117.47,109.663,105.316,0.486,18.088,0.656,55.814,8.202,3.623,6
3000,0,13.455,112.0,115.663,102.147,101.661,0.391,7.604,0.564,34.109,7.107,5.507,6
3001,1,17.818,145.0,110.843,102.454,123.09,0.156,11.175,0.689,11.628,14.607,3.188,6
3002,0,16.0,140.0,118.072,102.301,106.312,0.278,15.207,0.652,38.76,9.129,4.058,4
3003,0,14.182,108.0,120.482,103.221,103.821,0.833,16.705,0.556,34.109,6.433,6.812,7
3004,0,11.455,109.333,112.048,123.62,105.814,0.694,12.327,0.722,38.76,7.022,1.304,6
3005,0,12.545,109.333,116.265,105.982,104.485,1.389,17.396,0.61,25.581,9.551,3.913,7
3006,0,15.455,122.0,122.289,105.982,103.488,0.677,12.442,0.594,34.884,7.697,6.377,7
3007,1,15.818,143.333,100.0,102.914,111.96,0.191,2.074,0.71,51.163,7.022,2.319,4
3008,0,11.636,104.0,109.036,108.436,105.482,0.451,13.479,0.626,26.357,8.202,2.754,6
3009,0,14.0,106.667,144.578,123.006,105.814,0.747,19.585,0.741,51.163,8.792,1.449,6
3010,1,14.727,120.0,128.916,103.067,110.631,0.365,8.986,0.695,46.512,9.045,2.319,4
3011,0,12.182,120.0,108.434,105.061,108.472,0.451,12.327,0.622,27.132,6.011,1.739,4
3012,0,12.364,109.333,116.867,102.454,105.15,0.399,13.71,0.588,36.434,7.191,3.623,6
3013,0,13.091,109.333,113.855,125.613,106.312,0.625,12.903,0.73,27.907,7.022,1.159,6
3014,0,15.091,112.0,124.096,100.767,105.482,0.139,6.221,0.585,13.178,7.36,3.768,5
3015,1,14.545,114.0,122.892,101.687,108.804,0.139,2.765,0.687,53.488,7.612,2.174,6
3016,1,12.727,132.667,108.434,105.061,110.133,0.451,7.719,0.685,46.512,7.191,1.739,5
3017,0,14.182,105.333,115.663,109.969,107.475,0.694,25.115,0.683,51.163,7.781,3.043,5
3018,0,13.091,105.333,121.687,100.767,103.654,0.451,10.023,0.533,39.535,6.011,7.536,8
3019,0,14.182,126.0,139.157,111.81,112.292,0.451,20.276,0.679,21.705,6.096,1.739,5
3020,0,14.364,115.333,115.06,109.279,103.821,0.503,15.207,0.603,13.953,6.264,4.493,5
3021,1,14.909,140.333,113.855,102.607,116.944,0.33,8.986,0.679,37.984,8.287,1.884,5
3022,0,12.727,116.0,130.12,115.491,106.312,0.972,23.041,0.687,27.907,8.202,2.029,5
3023,0,12.909,108.0,119.88,101.38,104.983,0.608,11.982,0.557,38.76,8.624,5.797,6
3024,0,12.545,119.333,130.723,108.742,106.478,0.59,16.129,0.639,29.457,11.657,3.623,6
3025,0,12.727,114.0,112.651,113.88,105.316,0.608,13.018,0.62,20.93,6.011,4.251,6
3026,0,16.727,108.0,125.301,101.38,105.316,0.59,13.71,0.604,30.233,7.275,4.928,7
3027,1,12.182,120.0,109.036,101.84,110.465,0.087,1.498,0.662,54.264,7.949,2.029,5
3028,0,13.636,116.667,115.663,106.748,102.99,0.781,15.783,0.602,41.085,6.77,4.638,7
3029,0,14.182,124.0,116.867,104.294,106.478,0.365,12.212,0.592,37.984,6.264,4.783,7
3030,0,14.727,116.667,123.494,118.098,109.302,0.486,13.018,0.698,34.109,6.433,2.029,5
3031,0,14.364,107.333,140.964,101.38,106.811,0.521,17.281,0.644,46.512,8.539,2.029,6
3032,1,20.0,124.0,143.976,109.126,110.797,0.642,8.065,0.729,34.884,10.309,5.797,7
3033,1,13.455,132.0,113.253,101.84,110.797,0.243,2.074,0.64,52.713,10.056,4.638,6
3034,0,13.091,117.333,115.06,106.442,104.817,0.26,13.249,0.594,49.612,9.129,6.667,6
3035,1,19.273,122.667,130.12,104.294,116.279,0.104,1.728,0.708,41.86,10.983,5.507,6
3036,1,14.727,120.0,134.337,102.607,116.113,0.069,0.691,0.672,49.612,7.781,4.928,6
3037,0,14.545,110.667,115.663,101.534,108.14,0.903,16.59,0.625,35.659,7.36,2.754,7
3038,0,13.818,102.667,117.47,114.877,104.983,0.694,10.599,0.664,36.434,6.348,2.609,8
3039,0,13.636,132.0,115.663,115.798,108.472,0.938,21.544,0.689,37.984,6.854,2.029,5
3040,0,15.091,106.0,131.325,108.129,101.329,0.347,8.986,0.612,32.558,6.517,5.652,7
3041,0,11.455,109.333,112.048,123.62,105.814,0.694,12.327,0.722,38.76,7.022,1.304,6
3042,0,13.455,112.0,119.88,101.38,106.312,0.747,18.548,0.61,31.008,6.854,3.623,6
3043,1,16.182,134.667,115.06,102.454,118.106,0.139,3.687,0.674,33.333,7.612,2.609,5
3044,0,12.727,122.667,144.578,118.712,111.13,0.816,23.387,0.706,31.008,8.034,1.449,6
